id,numByuers,numGoods,iteration,algo,maxIteration,sumR,sumX,sumRX
-1,2,2,0,centralistic,1000,847.071206569325,2.0,444.5137719505256
-1,2,2,1,centralistic,1000,847.071206569325,1.9998906548054962,457.43143349420797
-1,2,2,2,centralistic,1000,847.071206569325,1.9998698603483869,465.20732752661985
-1,2,2,3,centralistic,1000,847.071206569325,1.9995880222944171,469.95671135749086
-1,2,2,4,centralistic,1000,847.071206569325,1.999507933691187,472.9548492721057
-1,2,2,5,centralistic,1000,847.071206569325,1.999571900593663,474.95121456810836
-1,2,2,6,centralistic,1000,847.071206569325,1.9990067204959905,476.2637741093702
-1,2,2,7,centralistic,1000,847.071206569325,1.9994294238370898,477.3528573671743
-1,2,2,8,centralistic,1000,847.071206569325,1.9993603080182112,478.0113028619781
-1,2,2,9,centralistic,1000,847.071206569325,1.9994785983755339,478.61256531248387
-1,2,2,10,centralistic,1000,847.071206569325,1.9995269818833168,479.04061101209766
-1,2,2,11,centralistic,1000,847.071206569325,1.9994644910944501,479.3514490527781
-1,2,2,12,centralistic,1000,847.071206569325,1.99957757088768,479.6592891314978
-1,2,2,13,centralistic,1000,847.071206569325,1.9996635173735706,479.8910068411967
-1,2,2,14,centralistic,1000,847.071206569325,1.9996625295798163,480.0545550986546
-1,2,2,15,centralistic,1000,847.071206569325,1.9993431347641348,480.1690844568033
-1,2,2,16,centralistic,1000,847.071206569325,1.9995027492265032,480.3400031497603
-1,2,2,17,centralistic,1000,847.071206569325,1.999677846237684,480.4665813078685
-1,2,2,18,centralistic,1000,847.071206569325,1.9994934238527244,480.5162133536024
-1,2,2,19,centralistic,1000,847.071206569325,1.9995017282938243,480.64794941084455
-1,2,2,20,centralistic,1000,847.071206569325,1.999677846237684,480.7702078831953
-1,2,2,21,centralistic,1000,847.071206569325,1.9995847591283846,480.82574616596526
-1,2,2,22,centralistic,1000,847.071206569325,1.9994905466953938,480.8693510383986
-1,2,2,23,centralistic,1000,847.071206569325,1.9995847591283846,480.9551645750922
-1,2,2,24,centralistic,1000,847.071206569325,1.9995847591283846,481.00632035050876
-1,2,2,25,centralistic,1000,847.071206569325,1.999488851969737,481.0316855846064
-1,2,2,26,centralistic,1000,847.071206569325,1.9995847591283846,481.10556905425176
-1,2,2,27,centralistic,1000,847.071206569325,1.99950237938563,481.12540610116497
-1,2,2,28,centralistic,1000,847.071206569325,1.9995847591283846,481.17389180661195
-1,2,2,29,centralistic,1000,847.071206569325,1.999496259406994,481.18061475015793
-1,2,2,30,centralistic,1000,847.071206569325,1.9992182692326879,481.1498799787462
-1,2,2,31,centralistic,1000,847.071206569325,1.9992182692326879,481.1702947237627
-1,2,2,32,centralistic,1000,847.071206569325,1.9991201332767488,481.15786824286494
-1,2,2,33,centralistic,1000,847.071206569325,1.9991201332767488,481.1711892978681
-1,2,2,34,centralistic,1000,847.071206569325,1.9991201332767488,481.1835255284103
-1,2,2,35,centralistic,1000,847.071206569325,1.9991201332767488,481.1949343157563
-1,2,2,36,centralistic,1000,847.071206569325,1.9991201332767488,481.2054721291476
-1,2,2,37,centralistic,1000,847.071206569325,1.9991201332767488,481.214137954027
-1,2,2,38,centralistic,1000,847.071206569325,1.9991201332767488,481.2221372048853
-1,2,2,39,centralistic,1000,847.071206569325,1.9991201332767488,481.2290726771621
-1,2,2,40,centralistic,1000,847.071206569325,1.9991201332767488,481.23552288073404
-1,2,2,41,centralistic,1000,847.071206569325,1.9991201332767488,481.2418061195159
-1,2,2,42,centralistic,1000,847.071206569325,1.9991201332767488,481.24770333460486
-1,2,2,43,centralistic,1000,847.071206569325,1.9991201332767488,481.25323529694884
-1,2,2,44,centralistic,1000,847.071206569325,1.9991201332767488,481.2584226072563
-1,2,2,45,centralistic,1000,847.071206569325,1.9991201332767488,481.26330562034906
-1,2,2,46,centralistic,1000,847.071206569325,1.9991201332767488,481.26782449906887
-1,2,2,47,centralistic,1000,847.071206569325,1.9991201332767488,481.27225695924614
-1,2,2,48,centralistic,1000,847.071206569325,1.9991201332767488,481.27652485419475
-1,2,2,49,centralistic,1000,847.071206569325,1.9991201332767488,481.2798545980147
-1,2,2,50,centralistic,1000,847.071206569325,1.9991201332767488,481.2830935206741
-1,2,2,51,centralistic,1000,847.071206569325,1.9991201332767488,481.2862429832101
-1,2,2,52,centralistic,1000,847.071206569325,1.9991201332767488,481.28887653724576
-1,2,2,53,centralistic,1000,847.071206569325,1.9991201332767488,481.29144109218413
-1,2,2,54,centralistic,1000,847.071206569325,1.9991201332767488,481.2939378756188
-1,2,2,55,centralistic,1000,847.071206569325,1.9991201332767488,481.29636812942476
-1,2,2,56,centralistic,1000,847.071206569325,1.9991201332767488,481.29873310654307
-1,2,2,57,centralistic,1000,847.071206569325,1.9991201332767488,481.3010340679714
-1,2,2,58,centralistic,1000,847.071206569325,1.9991201332767488,481.3032722799533
-1,2,2,59,centralistic,1000,847.071206569325,1.9991201332767488,481.30544901136227
-1,2,2,60,centralistic,1000,847.071206569325,1.9991201332767488,481.3075655312748
-1,2,2,61,centralistic,1000,847.071206569325,1.9991201332767488,481.3096231067232
-1,2,2,62,centralistic,1000,847.071206569325,1.9991201332767488,481.31145211814436
-1,2,2,63,centralistic,1000,847.071206569325,1.9991201332767488,481.3127535710163
-1,2,2,64,centralistic,1000,847.071206569325,1.9991201332767488,481.31402395683136
-1,2,2,65,centralistic,1000,847.071206569325,1.9991201332767488,481.31526378372683
-1,2,2,66,centralistic,1000,847.071206569325,1.9991201332767488,481.316473561729
-1,2,2,67,centralistic,1000,847.071206569325,1.9991201332767488,481.3176538019205
-1,2,2,68,centralistic,1000,847.071206569325,1.9991201332767488,481.31824896053286
-1,2,2,69,centralistic,1000,847.071206569325,1.9991201332767488,481.3188341637834
-1,2,2,70,centralistic,1000,847.071206569325,1.9991201332767488,481.31940946758573
-1,2,2,71,centralistic,1000,847.071206569325,1.9991201332767488,481.31997493014455
-1,2,2,72,centralistic,1000,847.071206569325,1.9991201332767488,481.32043217528405
-1,2,2,73,centralistic,1000,847.071206569325,1.9991201332767488,481.32088014010174
