Id,Byuers,Goods,Iteration,Algorithm,Max Iteration,Sum RX,Envy Free
0,6,9,0.0,centralistic,1000000,2522.4170229575748,1.0
0,6,9,1.0,centralistic,1000000,2683.0151028146665,1.0
0,6,9,2.0,centralistic,1000000,2791.314089155727,1.0
0,6,9,3.0,centralistic,1000000,2864.728338697695,1.0
0,6,9,4.0,centralistic,1000000,2915.5196868847074,1.0
0,6,9,5.0,centralistic,1000000,2951.7126052946473,1.0
0,6,9,6.0,centralistic,1000000,2978.363116072926,1.0
0,6,9,7.0,centralistic,1000000,2998.6009509330042,1.0
0,6,9,8.0,centralistic,1000000,3014.367798318456,1.0
0,6,9,9.0,centralistic,1000000,3026.8946374818106,1.0
0,6,9,10.0,centralistic,1000000,3036.9919564892957,1.0
0,6,9,11.0,centralistic,1000000,3045.2193244675645,1.0
0,6,9,12.0,centralistic,1000000,3051.9820387815603,1.0
0,6,9,13.0,centralistic,1000000,3057.585594845812,1.0
0,6,9,14.0,centralistic,1000000,3062.266618673863,1.0
0,6,9,15.0,centralistic,1000000,3066.2110854408365,1.0
0,6,9,16.0,centralistic,1000000,3069.565857758325,1.0
0,6,9,17.0,centralistic,1000000,3072.4467450649277,1.0
0,6,9,18.0,centralistic,1000000,3074.944672997968,1.0
0,6,9,19.0,centralistic,1000000,3077.130690824404,1.0
0,6,9,20.0,centralistic,1000000,3079.060123155189,1.0
0,6,9,21.0,centralistic,1000000,3080.7760019471393,1.0
0,6,9,22.0,centralistic,1000000,3082.311858765916,1.0
0,6,9,23.0,centralistic,1000000,3083.6939532183806,1.0
0,6,9,24.0,centralistic,1000000,3084.943017968085,1.0
0,6,9,25.0,centralistic,1000000,3086.0756029922854,1.0
0,6,9,26.0,centralistic,1000000,3087.1050971571945,1.0
0,6,9,27.0,centralistic,1000000,3088.042497139322,1.0
0,6,9,28.0,centralistic,1000000,3088.8969816903045,1.0
0,6,9,29.0,centralistic,1000000,3089.6763386013245,1.0
0,6,9,30.0,centralistic,1000000,3090.3872812107725,1.0
0,6,9,31.0,centralistic,1000000,3091.0356828904632,1.0
0,6,9,32.0,centralistic,1000000,3091.626750536984,1.0
0,6,9,33.0,centralistic,1000000,3092.1651533485233,1.0
0,6,9,34.0,centralistic,1000000,3092.655118781345,1.0
0,6,9,35.0,centralistic,1000000,3093.1005038095172,1.0
0,6,9,36.0,centralistic,1000000,3093.5048487095137,1.0
0,6,9,37.0,centralistic,1000000,3093.8714176221247,1.0
0,6,9,38.0,centralistic,1000000,3094.2032298525573,1.0
0,6,9,39.0,centralistic,1000000,3094.5030836260917,1.0
0,6,9,40.0,centralistic,1000000,3094.7735757252563,1.0
0,6,9,41.0,centralistic,1000000,3095.0171168399397,1.0
0,6,9,42.0,centralistic,1000000,3095.235944678075,1.0
0,6,9,43.0,centralistic,1000000,3095.432135341417,1.0
0,6,9,44.0,centralistic,1000000,3095.607613108809,1.0
0,6,9,45.0,centralistic,1000000,3095.7641599355757,1.0
0,6,9,46.0,centralistic,1000000,3095.9034236880616,1.0
0,6,9,47.0,centralistic,1000000,3096.02692641044,1.0
0,6,9,48.0,centralistic,1000000,3096.13607198827,1.0
0,6,9,49.0,centralistic,1000000,3096.232153595665,1.0
0,6,9,50.0,centralistic,1000000,3096.3163609494763,1.0
0,6,9,51.0,centralistic,1000000,3096.389787081226,1.0
0,6,9,52.0,centralistic,1000000,3096.453435143884,1.0
0,6,9,53.0,centralistic,1000000,3096.508224717039,1.0
0,6,9,54.0,centralistic,1000000,3096.5549979143375,1.0
0,6,9,55.0,centralistic,1000000,3096.5945251754915,1.0
0,6,9,56.0,centralistic,1000000,3096.6275107264996,1.0
0,6,9,57.0,centralistic,1000000,3096.654597873334,1.0
0,6,9,58.0,centralistic,1000000,3096.676373572697,1.0
0,6,9,59.0,centralistic,1000000,3096.693373288398,1.0
0,6,9,60.0,centralistic,1000000,3096.70608503946,1.0
0,6,9,61.0,centralistic,1000000,3096.714953373518,1.0
0,6,9,62.0,centralistic,1000000,3096.7203830091416,1.0
0,6,9,63.0,centralistic,1000000,3096.722742202604,1.0
0,6,9,64.0,centralistic,1000000,3096.7223658348857,1.0
0,6,9,65.0,centralistic,1000000,3096.71955836123,1.0
0,6,9,66.0,centralistic,1000000,3096.714596260676,1.0
0,6,9,67.0,centralistic,1000000,3096.707730606003,1.0
0,6,9,68.0,centralistic,1000000,3096.6991892787705,1.0
0,6,9,69.0,centralistic,1000000,3096.6891788212533,1.0
0,6,9,70.0,centralistic,1000000,3096.677886496584,1.0
0,6,9,71.0,centralistic,1000000,3096.665481873175,1.0
0,6,9,72.0,centralistic,1000000,3096.6521184000767,1.0
0,6,9,73.0,centralistic,1000000,3096.6379348246605,1.0
0,6,9,74.0,centralistic,1000000,3096.623056488115,1.0
0,6,9,75.0,centralistic,1000000,3096.607596509072,1.0
0,6,9,76.0,centralistic,1000000,3096.591656842058,1.0
0,6,9,77.0,centralistic,1000000,3096.575329382392,1.0
0,6,9,78.0,centralistic,1000000,3096.5586966283718,1.0
0,6,9,79.0,centralistic,1000000,3096.5418327525836,1.0
0,6,9,80.0,centralistic,1000000,3096.5248042274825,1.0
0,6,9,81.0,centralistic,1000000,3096.50767053979,1.0
0,6,9,82.0,centralistic,1000000,3096.4904847950543,1.0
0,6,9,83.0,centralistic,1000000,3096.473294410987,1.0
0,6,9,84.0,centralistic,1000000,3096.4561413878773,1.0
0,6,9,85.0,centralistic,1000000,3096.439063118195,1.0
0,6,9,86.0,centralistic,1000000,3096.422092501051,1.0
0,6,9,87.0,centralistic,1000000,3096.405258589274,1.0
0,6,9,88.0,centralistic,1000000,3096.388586811625,1.0
0,6,9,89.0,centralistic,1000000,3096.3720994513783,1.0
0,6,9,90.0,centralistic,1000000,3096.355815703543,1.0
0,6,9,91.0,centralistic,1000000,3096.3397522116957,1.0
0,6,9,92.0,centralistic,1000000,3096.3239231870657,1.0
0,6,9,93.0,centralistic,1000000,3096.308340669157,1.0
0,6,9,94.0,centralistic,1000000,3096.2930147375937,1.0
0,6,9,95.0,centralistic,1000000,3096.2779537054234,1.0
0,6,9,96.0,centralistic,1000000,3096.263164295425,1.0
0,6,9,97.0,centralistic,1000000,3096.2486518008755,1.0
0,6,9,98.0,centralistic,1000000,3096.23442019592,1.0
0,6,9,99.0,centralistic,1000000,3096.2204724609305,1.0
0,6,9,100.0,centralistic,1000000,3096.206810296987,1.0
0,6,9,101.0,centralistic,1000000,3096.1934346682297,1.0
0,6,9,102.0,centralistic,1000000,3096.180345673962,1.0
0,6,9,103.0,centralistic,1000000,3096.167542688432,1.0
0,6,9,104.0,centralistic,1000000,3096.1550244440396,1.0
0,6,9,105.0,centralistic,1000000,3096.142789106877,1.0
0,6,9,106.0,centralistic,1000000,3096.1308343452897,1.0
0,6,9,107.0,centralistic,1000000,3096.119157392025,1.0
0,6,9,108.0,centralistic,1000000,3096.1077551005415,1.0
0,6,9,109.0,centralistic,1000000,3096.0966239959735,1.0
0,6,9,110.0,centralistic,1000000,3096.0857603212207,1.0
0,6,9,111.0,centralistic,1000000,3096.0751600785775,1.0
0,6,9,112.0,centralistic,1000000,3096.0648190673032,1.0
0,6,9,113.0,centralistic,1000000,3096.054732917472,1.0
0,6,9,114.0,centralistic,1000000,3096.044897120448,1.0
0,6,9,115.0,centralistic,1000000,3096.035307056271,1.0
0,6,9,116.0,centralistic,1000000,3096.0259580182314,1.0
0,6,9,117.0,centralistic,1000000,3096.016845218341,1.0
0,6,9,118.0,centralistic,1000000,3096.0079639007095,1.0
0,6,9,119.0,centralistic,1000000,3095.9993091475676,1.0
0,6,9,120.0,centralistic,1000000,3095.9908761332226,1.0
0,6,9,121.0,centralistic,1000000,3095.9826600037863,1.0
0,6,9,122.0,centralistic,1000000,3095.9746559197115,1.0
0,6,9,123.0,centralistic,1000000,3095.966859066638,1.0
0,6,9,124.0,centralistic,1000000,3095.959264664929,1.0
0,6,9,125.0,centralistic,1000000,3095.9518679780253,1.0
0,6,9,126.0,centralistic,1000000,3095.944664319721,1.0
0,6,9,127.0,centralistic,1000000,3095.937649060479,1.0
0,6,9,128.0,centralistic,1000000,3095.9308176328545,1.0
0,6,9,129.0,centralistic,1000000,3095.9241655111746,1.0
0,6,9,130.0,centralistic,1000000,3095.9176883395667,1.0
0,6,9,131.0,centralistic,1000000,3095.9113816889494,1.0
0,6,9,132.0,centralistic,1000000,3095.9052413036184,1.0
0,6,9,133.0,centralistic,1000000,3095.899262983038,1.0
0,6,9,134.0,centralistic,1000000,3095.893442607247,1.0
0,6,9,135.0,centralistic,1000000,3095.887776138167,1.0
0,6,9,136.0,centralistic,1000000,3095.8822596205464,1.0
0,6,9,137.0,centralistic,1000000,3095.8768891825644,1.0
0,6,9,138.0,centralistic,1000000,3095.871661010365,1.0
0,6,9,139.0,centralistic,1000000,3095.866571477152,1.0
0,6,9,140.0,centralistic,1000000,3095.8616168849258,1.0
0,6,9,141.0,centralistic,1000000,3095.856793721843,1.0
0,6,9,142.0,centralistic,1000000,3095.8520985331916,1.0
0,6,9,143.0,centralistic,1000000,3095.8475279462086,1.0
0,6,9,144.0,centralistic,1000000,3095.843078669235,1.0
0,6,9,145.0,centralistic,1000000,3095.8387474907368,1.0
0,6,9,146.0,centralistic,1000000,3095.834531278239,1.0
0,6,9,147.0,centralistic,1000000,3095.830426977164,1.0
0,6,9,148.0,centralistic,1000000,3095.8264316095983,1.0
0,6,9,149.0,centralistic,1000000,3095.822542273,1.0
0,6,9,150.0,centralistic,1000000,3095.818756138854,1.0
0,6,9,151.0,centralistic,1000000,3095.8150704512827,1.0
0,6,9,152.0,centralistic,1000000,3095.8114825256343,1.0
0,6,9,153.0,centralistic,1000000,3095.807989747039,1.0
0,6,9,154.0,centralistic,1000000,3095.8045895689474,1.0
0,6,9,155.0,centralistic,1000000,3095.8012795116633,1.0
0,6,9,156.0,centralistic,1000000,3095.7980571608664,1.0
0,6,9,157.0,centralistic,1000000,3095.794920166135,1.0
0,6,9,158.0,centralistic,1000000,3095.791866239472,1.0
0,6,9,159.0,centralistic,1000000,3095.7888931538387,1.0
0,6,9,160.0,centralistic,1000000,3095.785998741696,1.0
0,6,9,161.0,centralistic,1000000,3095.7831808935657,1.0
0,6,9,162.0,centralistic,1000000,3095.7804375351684,1.0
0,6,9,163.0,centralistic,1000000,3095.7777667443443,1.0
0,6,9,164.0,centralistic,1000000,3095.775166487799,1.0
0,6,9,165.0,centralistic,1000000,3095.772634910456,1.0
0,6,9,166.0,centralistic,1000000,3095.770170171831,1.0
0,6,9,167.0,centralistic,1000000,3095.7677704813173,1.0
0,6,9,168.0,centralistic,1000000,3095.765434096853,1.0
0,6,9,169.0,centralistic,1000000,3095.7631593236324,1.0
0,6,9,170.0,centralistic,1000000,3095.7609445128455,1.0
0,6,9,171.0,centralistic,1000000,3095.758788060446,1.0
0,6,9,172.0,centralistic,1000000,3095.7566884059543,1.0
0,6,9,173.0,centralistic,1000000,3095.754644031282,1.0
0,6,9,174.0,centralistic,1000000,3095.7526534595886,1.0
0,6,9,175.0,centralistic,1000000,3095.750715254165,1.0
0,6,9,176.0,centralistic,1000000,3095.7488280173416,1.0
0,6,9,177.0,centralistic,1000000,3095.74699038943,1.0
0,6,9,178.0,centralistic,1000000,3095.745201047679,1.0
0,6,9,179.0,centralistic,1000000,3095.7434587052753,1.0
0,6,9,180.0,centralistic,1000000,3095.741762110344,1.0
0,6,9,181.0,centralistic,1000000,3095.740110045002,1.0
0,6,9,182.0,centralistic,1000000,3095.738501324418,1.0
0,6,9,183.0,centralistic,1000000,3095.736934795902,1.0
0,6,9,184.0,centralistic,1000000,3095.7354093380204,1.0
0,6,9,185.0,centralistic,1000000,3095.733923859736,1.0
0,6,9,186.0,centralistic,1000000,3095.732477299566,1.0
0,6,9,187.0,centralistic,1000000,3095.731068624767,1.0
0,6,9,188.0,centralistic,1000000,3095.729696830539,1.0
0,6,9,189.0,centralistic,1000000,3095.728360939256,1.0
0,6,9,190.0,centralistic,1000000,3095.7270599997128,1.0
0,6,9,191.0,centralistic,1000000,3095.725793086396,1.0
0,6,9,192.0,centralistic,1000000,3095.7245592987724,1.0
0,6,9,193.0,centralistic,1000000,3095.723357760596,1.0
0,6,9,194.0,centralistic,1000000,3095.7221876192425,1.0
0,6,9,195.0,centralistic,1000000,3095.721048045055,1.0
0,6,9,196.0,centralistic,1000000,3095.7199382307053,1.0
0,6,9,197.0,centralistic,1000000,3095.718857390582,1.0
0,6,9,198.0,centralistic,1000000,3095.717804760189,1.0
0,6,9,199.0,centralistic,1000000,3095.7167795955675,1.0
0,6,9,200.0,centralistic,1000000,3095.7157811727234,1.0
0,6,9,201.0,centralistic,1000000,3095.714808787081,1.0
0,6,9,202.0,centralistic,1000000,3095.713861752952,1.0
0,6,9,203.0,centralistic,1000000,3095.712939403009,1.0
0,6,9,204.0,centralistic,1000000,3095.7120410877865,1.0
0,6,9,205.0,centralistic,1000000,3095.711166175187,1.0
0,6,9,206.0,centralistic,1000000,3095.7103140500085,1.0
0,6,9,207.0,centralistic,1000000,3095.709484113478,1.0
0,6,9,208.0,centralistic,1000000,3095.708675782802,1.0
0,6,9,209.0,centralistic,1000000,3095.7078884907305,1.0
0,6,9,210.0,centralistic,1000000,3095.7071216851314,1.0
0,6,9,211.0,centralistic,1000000,3095.7063748012743,1.0
0,6,9,212.0,centralistic,1000000,3095.7056474005553,1.0
0,6,9,213.0,centralistic,1000000,3095.7049388862188,1.0
0,6,9,214.0,centralistic,1000000,3095.7042487929875,1.0
0,6,9,215.0,centralistic,1000000,3095.7035766383433,1.0
0,6,9,216.0,centralistic,1000000,3095.7029219525793,1.0
0,6,9,217.0,centralistic,1000000,3095.7022842784536,1.0
0,6,9,218.0,centralistic,1000000,3095.701663170844,1.0
0,6,9,219.0,centralistic,1000000,3095.7010581964296,1.0
0,6,9,220.0,centralistic,1000000,3095.7004689333617,1.0
0,6,9,221.0,centralistic,1000000,3095.699894970957,1.0
0,6,9,222.0,centralistic,1000000,3095.6993359093976,1.0
0,6,9,223.0,centralistic,1000000,3095.698791359434,1.0
0,6,9,224.0,centralistic,1000000,3095.6982609421,1.0
0,6,9,225.0,centralistic,1000000,3095.69774428844,1.0
0,6,9,226.0,centralistic,1000000,3095.697241039233,1.0
0,6,9,227.0,centralistic,1000000,3095.696750844735,1.0
0,6,9,228.0,centralistic,1000000,3095.6962733644236,1.0
0,6,9,229.0,centralistic,1000000,3095.6958082667497,1.0
0,6,9,230.0,centralistic,1000000,3095.6953551959373,1.0
0,6,9,231.0,centralistic,1000000,3095.6949139560206,1.0
0,6,9,232.0,centralistic,1000000,3095.6944841009717,1.0
0,6,9,233.0,centralistic,1000000,3095.6940653876145,1.0
0,6,9,234.0,centralistic,1000000,3095.6936575257505,1.0
0,6,9,235.0,centralistic,1000000,3095.6932602328125,1.0
0,6,9,236.0,centralistic,1000000,3095.6928732336582,1.0
0,6,9,237.0,centralistic,1000000,3095.6924962603734,1.0
0,6,9,238.0,centralistic,1000000,3095.692129052076,1.0
0,6,9,239.0,centralistic,1000000,3095.6917713547286,1.0
0,6,9,240.0,centralistic,1000000,3095.691422920959,1.0
0,6,9,241.0,centralistic,1000000,3095.6910835098774,1.0
0,6,9,242.0,centralistic,1000000,3095.690752886906,1.0
0,6,9,243.0,centralistic,1000000,3095.6904308236135,1.0
0,6,9,244.0,centralistic,1000000,3095.6901170975493,1.0
0,6,9,245.0,centralistic,1000000,3095.6898114920823,1.0
0,6,9,246.0,centralistic,1000000,3095.6895137962542,1.0
0,6,9,247.0,centralistic,1000000,3095.6892238046203,1.0
0,6,9,248.0,centralistic,1000000,3095.6889413171098,1.0
0,6,9,249.0,centralistic,1000000,3095.68866613888,1.0
0,6,9,250.0,centralistic,1000000,3095.68839808018,1.0
0,6,9,251.0,centralistic,1000000,3095.6881369562134,1.0
0,6,9,252.0,centralistic,1000000,3095.687882587013,1.0
0,6,9,253.0,centralistic,1000000,3095.687634797306,1.0
0,6,9,254.0,centralistic,1000000,3095.687393416395,1.0
0,6,9,255.0,centralistic,1000000,3095.687158278036,1.0
0,6,9,256.0,centralistic,1000000,3095.686929220321,1.0
0,6,9,257.0,centralistic,1000000,3095.6867060855643,1.0
0,6,9,258.0,centralistic,1000000,3095.6864887201878,1.0
0,6,9,259.0,centralistic,1000000,3095.6862769746194,1.0
0,6,9,260.0,centralistic,1000000,3095.686070703182,1.0
0,6,9,261.0,centralistic,1000000,3095.685869763993,1.0
0,6,9,262.0,centralistic,1000000,3095.6856740188664,1.0
0,6,9,263.0,centralistic,1000000,3095.685483333212,1.0
0,6,9,264.0,centralistic,1000000,3095.685297575942,1.0
0,6,9,265.0,centralistic,1000000,3095.685116619383,1.0
0,6,9,266.0,centralistic,1000000,3095.6849403391807,1.0
0,6,9,267.0,centralistic,1000000,3095.6847686142187,1.0
0,6,9,268.0,centralistic,1000000,3095.6846013265244,1.0
0,6,9,269.0,centralistic,1000000,3095.6844383611988,1.0
0,6,9,270.0,centralistic,1000000,3095.6842796063265,1.0
0,6,9,271.0,centralistic,1000000,3095.6841249529025,1.0
0,6,9,272.0,centralistic,1000000,3095.6839742947527,1.0
0,6,9,273.0,centralistic,1000000,3095.6838275284626,1.0
0,6,9,274.0,centralistic,1000000,3095.683684553304,1.0
0,6,9,275.0,centralistic,1000000,3095.683545271165,1.0
0,6,9,276.0,centralistic,1000000,3095.683409586479,1.0
0,6,9,277.0,centralistic,1000000,3095.6832774061654,1.0
0,6,9,278.0,centralistic,1000000,3095.683148639555,1.0
0,6,9,279.0,centralistic,1000000,3095.683023198335,1.0
0,6,9,280.0,centralistic,1000000,3095.6829009964817,1.0
0,6,9,281.0,centralistic,1000000,3095.6827819502064,1.0
0,6,9,282.0,centralistic,1000000,3095.6826659778917,1.0
0,6,9,283.0,centralistic,1000000,3095.6825530000383,1.0
0,6,9,284.0,centralistic,1000000,3095.682442939208,1.0
0,6,9,285.0,centralistic,1000000,3095.682335719973,1.0
0,6,9,286.0,centralistic,1000000,3095.6822312688582,1.0
0,6,9,287.0,centralistic,1000000,3095.6821295142936,1.0
0,6,9,288.0,centralistic,1000000,3095.6820303865666,1.0
0,6,9,289.0,centralistic,1000000,3095.681933817769,1.0
0,6,9,290.0,centralistic,1000000,3095.6818397417546,1.0
0,6,9,291.0,centralistic,1000000,3095.68174809409,1.0
0,6,9,292.0,centralistic,1000000,3095.6816588120105,1.0
0,6,9,293.0,centralistic,1000000,3095.6815718343787,1.0
0,6,9,294.0,centralistic,1000000,3095.681487101639,1.0
0,6,9,295.0,centralistic,1000000,3095.6814045557817,1.0
0,6,9,296.0,centralistic,1000000,3095.681324140296,1.0
0,6,9,297.0,centralistic,1000000,3095.6812458001355,1.0
0,6,9,298.0,centralistic,1000000,3095.681169481679,1.0
0,6,9,299.0,centralistic,1000000,3095.6810951326934,1.0
0,6,9,300.0,centralistic,1000000,3095.6810227022997,1.0
0,6,9,301.0,centralistic,1000000,3095.6809521409327,1.0
0,6,9,302.0,centralistic,1000000,3095.6808834003127,1.0
0,6,9,303.0,centralistic,1000000,3095.680816433407,1.0
0,6,9,304.0,centralistic,1000000,3095.680751194402,1.0
0,6,9,305.0,centralistic,1000000,3095.680687638668,1.0
0,6,9,306.0,centralistic,1000000,3095.680625722733,1.0
0,6,9,307.0,centralistic,1000000,3095.680565404245,1.0
0,6,9,308.0,centralistic,1000000,3095.6805066419515,1.0
0,6,9,309.0,centralistic,1000000,3095.680449395666,1.0
0,6,9,310.0,centralistic,1000000,3095.6803936262395,1.0
0,6,9,311.0,centralistic,1000000,3095.6803392955385,1.0
0,6,9,312.0,centralistic,1000000,3095.6802863664125,1.0
0,6,9,313.0,centralistic,1000000,3095.680234802676,1.0
0,6,9,314.0,centralistic,1000000,3095.680184569075,1.0
0,6,9,315.0,centralistic,1000000,3095.6801356312685,1.0
0,6,9,316.0,centralistic,1000000,3095.680087955804,1.0
0,6,9,317.0,centralistic,1000000,3095.680041510092,1.0
0,6,9,318.0,centralistic,1000000,3095.679996262389,1.0
0,6,9,319.0,centralistic,1000000,3095.6799521817675,1.0
0,6,9,320.0,centralistic,1000000,3095.6799092381034,1.0
0,6,9,321.0,centralistic,1000000,3095.6798674020483,1.0
0,6,9,322.0,centralistic,1000000,3095.679826645014,1.0
0,6,9,323.0,centralistic,1000000,3095.679786939149,1.0
0,6,9,324.0,centralistic,1000000,3095.679748257325,1.0
0,6,9,325.0,centralistic,1000000,3095.6797105731116,1.0
0,6,9,326.0,centralistic,1000000,3095.679673860764,1.0
0,6,9,327.0,centralistic,1000000,3095.6796380951987,1.0
0,6,9,328.0,centralistic,1000000,3095.679603251984,1.0
0,6,9,329.0,centralistic,1000000,3095.679569307317,1.0
0,6,9,330.0,centralistic,1000000,3095.679536238012,1.0
0,6,9,331.0,centralistic,1000000,3095.6795040214793,1.0
0,6,9,332.0,centralistic,1000000,3095.6794726357157,1.0
0,6,9,333.0,centralistic,1000000,3095.6794420592837,1.0
0,6,9,334.0,centralistic,1000000,3095.6794122713013,1.0
0,6,9,335.0,centralistic,1000000,3095.679383251426,1.0
0,6,9,336.0,centralistic,1000000,3095.679354979839,1.0
0,6,9,337.0,centralistic,1000000,3095.6793274372335,1.0
0,6,9,338.0,centralistic,1000000,3095.6793006048038,1.0
0,6,9,339.0,centralistic,1000000,3095.679274464226,1.0
0,6,9,340.0,centralistic,1000000,3095.6792489976538,1.0
0,6,9,341.0,centralistic,1000000,3095.679224187698,1.0
0,6,9,342.0,centralistic,1000000,3095.679200017419,1.0
0,6,9,343.0,centralistic,1000000,3095.679176470317,1.0
0,6,9,344.0,centralistic,1000000,3095.679153530315,1.0
0,6,9,345.0,centralistic,1000000,3095.679131181753,1.0
0,6,9,346.0,centralistic,1000000,3095.6791094093737,1.0
0,6,9,347.0,centralistic,1000000,3095.679088198316,1.0
0,6,9,348.0,centralistic,1000000,3095.6790675341026,1.0
0,6,9,349.0,centralistic,1000000,3095.679047402625,1.0
0,6,9,350.0,centralistic,1000000,3095.6790277901455,1.0
0,6,9,351.0,centralistic,1000000,3095.6790086832757,1.0
